"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"ATF3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000162772"	99
"ATP7A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000165240"	99
"B3GALT6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000176022"	99
"B4GALNT2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000167080"	99
"BCAN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000132692"	99
"BCL2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000171791"	99
"BGN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000182492"	99
"BHLHE40"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000134107"	99
"BNIP3L"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000104765"	99
"BRS3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000102239"	99
"BTG1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000133639"	99
"CA12"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000074410"	99
"CASP6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000138794"	99
"CAV1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000105974"	99
"CAVIN1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000177469"	99
"CAVIN3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000170955"	99
"CCN1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000142871"	99
"CCN2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000118523"	99
"CCN5"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000064205"	99
"CCNG2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000138764"	99
"CDKN1A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000124762"	99
"CDKN1B"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000111276"	99
"CDKN1C"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000129757"	99
"CHST2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000175040"	99
"CHST3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000122863"	99
"CITED2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000164442"	99
"COL5A1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000130635"	99
"CP"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000047457"	99
"CSRP2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000175183"	99
"CXCR4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000121966"	99
"DCN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000011465"	99
"DDIT3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000175197"	99
"DDIT4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000168209"	99
"DPYSL4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000151640"	99
"DTNA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000134769"	99
"DUSP1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000120129"	99
"EDN2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000127129"	99
"EFNA1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000169242"	99
"EFNA3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000143590"	99
"EGFR"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000146648"	99
"ENO1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000074800"	99
"ENO2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000111674"	99
"ENO3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000108515"	99
"ERO1A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000197930"	99
"ERRFI1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000116285"	99
"ETS1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000134954"	99
"EXT1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000182197"	99
"F3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000117525"	99
"FAM162A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000114023"	99
"FBP1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000165140"	99
"FOS"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000170345"	99
"FOSL2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000075426"	99
"FOXO3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000118689"	99
"GAA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000171298"	99
"GALK1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000108479"	99
"GAPDH"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000111640"	99
"GAPDHS"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000105679"	99
"GBE1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000114480"	99
"GCK"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000106633"	99
"GCNT2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000111846"	99
"GLRX"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000173221"	99
"GPC1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000063660"	99
"GPC3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000147257"	99
"GPC4"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000076716"	99
"GPI"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000105220"	99
"GRHPR"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000137106"	99
"GYS1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000104812"	99
"HAS1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000105509"	99
"HDLBP"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000115677"	99
"HEXA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000213614"	99
"HK1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000156515"	99
"HK2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000159399"	99
"HMOX1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000100292"	99
"HOXB9"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000170689"	99
"HS3ST1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000002587"	99
"HSPA5"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000044574"	99
"IDS"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000010404"	99
"IER3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000137331"	99
"IGFBP1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000146678"	99
"IGFBP3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000146674"	99
"IL6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000136244"	99
"ILVBL"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000105135"	99
"INHA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000123999"	99
"IRS2"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000185950"	99
"ISG20"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000172183"	99
"JMJD6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000070495"	99
"JUN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000177606"	99
"KDELR3"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000100196"	99
"KDM3A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000115548"	99
"KIF5A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000155980"	99
"KLF6"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000067082"	99
"KLF7"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000118263"	99
"KLHL24"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000114796"	99
"LALBA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000167531"	99
"LARGE1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000133424"	99
"LDHA"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000134333"	99
"LDHC"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000166796"	99
"LOX"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000113083"	99
"LXN"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000079257"	99
"MAFF"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000185022"	99
"MAP3K1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000095015"	99
"MIF"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000240972"	99
"MT1E"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000169715"	99
"MT2A"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000125148"	99
"MXI1"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000119950"	99
"MYH9"	"HALLMARK_HYPOXIA"	"msigdb::M5891"	"Genes up-regulated in response to low oxygen levels (hypoxia),http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_HYPOXIA.html"	"ENSG00000100345"	99
