"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"BID"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000015475"	99
"BIK"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000100290"	99
"BIRC3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000023445"	99
"BMF"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000104081"	99
"BMP2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000125845"	99
"BNIP3L"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000104765"	99
"BRCA1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000012048"	99
"BTG2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000159388"	99
"BTG3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000154640"	99
"CASP1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000137752"	99
"CASP2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000106144"	99
"CASP3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000164305"	99
"CASP4"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000196954"	99
"CASP6"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000138794"	99
"CASP7"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000165806"	99
"CASP8"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000064012"	99
"CASP9"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000132906"	99
"CAV1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000105974"	99
"CCNA1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000133101"	99
"CCND1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000110092"	99
"CCND2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000118971"	99
"CD14"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000170458"	99
"CD2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000116824"	99
"CD38"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000004468"	99
"CD44"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000026508"	99
"CD69"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000110848"	99
"CDC25B"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000101224"	99
"CDK2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000123374"	99
"CDKN1A"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000124762"	99
"CDKN1B"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000111276"	99
"CFLAR"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000003402"	99
"CLU"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000120885"	99
"CREBBP"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000005339"	99
"CTH"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000116761"	99
"CTNNB1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000168036"	99
"CYLD"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000083799"	99
"DAP"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000112977"	99
"DAP3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000132676"	99
"DCN"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000011465"	99
"DDIT3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000175197"	99
"DFFA"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000160049"	99
"DIABLO"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000184047"	99
"DNAJA1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000086061"	99
"DNAJC3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000102580"	99
"DNM1L"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000087470"	99
"DPYD"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000188641"	99
"EBP"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000147155"	99
"EGR3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000179388"	99
"EMP1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000134531"	99
"ENO2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000111674"	99
"ERBB2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000141736"	99
"ERBB3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000065361"	99
"EREG"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000124882"	99
"ETF1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000120705"	99
"F2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000180210"	99
"F2R"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000181104"	99
"FAS"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000026103"	99
"FASLG"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000117560"	99
"FDXR"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000161513"	99
"FEZ1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000149557"	99
"GADD45A"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000116717"	99
"GADD45B"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000099860"	99
"GCH1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000131979"	99
"GNA15"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000060558"	99
"GPX1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000233276"	99
"GPX3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000211445"	99
"GPX4"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000167468"	99
"GSN"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000148180"	99
"GSR"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000104687"	99
"GSTM1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000134184"	99
"GUCY2D"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000132518"	99
"H1F0"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"		99
"HGF"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000019991"	99
"HMGB2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000164104"	99
"HMOX1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000100292"	99
"HSPB1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000106211"	99
"IER3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000137331"	99
"IFITM3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000142089"	99
"IFNB1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000171855"	99
"IFNGR1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000027697"	99
"IGF2R"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000197081"	99
"IGFBP6"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000167779"	99
"IL18"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000150782"	99
"IL1A"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000115008"	99
"IL1B"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000125538"	99
"IL6"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000136244"	99
"IRF1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000125347"	99
"ISG20"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000172183"	99
"JUN"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000177606"	99
"KRT18"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000111057"	99
"LEF1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000138795"	99
"LGALS3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000131981"	99
"LMNA"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000160789"	99
"LUM"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000139329"	99
"MADD"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000110514"	99
"MCL1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000143384"	99
"MGMT"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000170430"	99
"MMP2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000087245"	99
"NEDD9"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000111859"	99
